Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4
IKT Regio Netzwerk GmbH & Co. KG,Rugenbarg,84,,22848,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.67226,9.98698,2019-12-17,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Hökertwiete,9,,22848,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.67869,9.96669,2021-08-09,150,Schnellladeeinrichtung,2,DC Kupplung Combo,75,,DC Kupplung Combo,75,,,,,,,
STADAC GmbH & Co. KG,Niendorfer Str.,151,,22848,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.667152,9.975108,2019-01-18,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Autohof Reimers GmbH,Ohechaussee,194,,22848,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.669126,9.979505,2021-02-21,39.6,Normalladeeinrichtung,2,DC Kupplung Combo,22,,AC Steckdose Typ 2,11,,,,,,,
ASG Automobilservice GROTEWOHLT GmbH,Niewisch,4,,22848,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.663913,9.975795,2021-09-30,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Am Hallenbad,14,,22850,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.68995,10.00129,2018-04-12,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Berliner Allee,25,,22850,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.68432,9.98388,2018-04-18,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Lütjenmoor,15,,22850,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.68578,9.98838,2018-08-28,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Achternfelde,5,,22850,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.6826,9.97968,2019-12-05,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Segeberger Chaussee,74a,,22850,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.68289,10.01095,2019-10-15,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Am Hallenbad,14,,22850,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.68995,10.00129,2020-03-17,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Langer Kamp,165,,22850,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.69587,9.9908,2020-03-19,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Achternfelde,14,,22850,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.6832,9.97926,2021-10-20,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Am Hallenbad,14,,22850,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.69012,10.00121,2021-08-09,150,Schnellladeeinrichtung,1,DC Kupplung Combo,150,,,,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Lütjenmoor,15,,22850,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.68575,9.98849,2021-10-06,150,Schnellladeeinrichtung,1,DC Kupplung Combo,150,,,,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Mittelstraße,39,,22851,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.68785,10.03781,2018-06-28,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Tangstedter Landstraße,545-547,,22851,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.68244,10.03197,2019-10-01,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
IKT Regio Netzwerk GmbH & Co. KG,Glashütter Damm,198,,22851,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.6933,10.02714,2020-03-23,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
Autohaus Scheel GmbH,Hans-Böckler-Ring,1,,22851,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.692839,10.048921,2021-04-19,13.2,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
Vattenfall InCharge,Lindhofstr.,16,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.9525029,10.3093795,2021-06-12,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Vattenfall InCharge,Lindhofstr.,16,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.9525029,10.3093795,2021-06-12,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
E.ON Drive GmbH,Theodor-Storm-Str.,4,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.933546,10.209471,2016-12-09,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
E.ON Drive GmbH,Am Wasserwerk,5,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.939008,10.286698,2018-06-06,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,
E.ON Drive GmbH,Plöner Straße,16,,23795,Klein Rönnau,Schleswig-Holstein,Kreis Segeberg,53.964143,10.320433,2021-04-20,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Ziegelstraße,1,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.93842,10.29703,2021-10-11,22,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Jasminstr.,1,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.925413,10.317385,2018-08-27,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Eutinerstr.,20,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.950075,10.311594,2018-12-15,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Kurhausstraße,18,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.937811,10.306678,2016-06-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Kurhausstraße,18,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.937816,10.306599,2019-04-26,72,Schnellladeeinrichtung,2,DC Kupplung Combo,50,,AC Steckdose Typ 2,22,,,,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Gieschenhagen,1,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.933497,10.312102,2016-12-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Leopardstraße,10,Levo Park,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.934511,10.274708,2020-09-01,75,Schnellladeeinrichtung,2,DC Kupplung Combo,75,,AC Steckdose Typ 2,22,,,,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Hamburgerstraße,30,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.936054,10.303384,2020-09-01,75,Schnellladeeinrichtung,2,DC Kupplung Combo,75,,AC Steckdose Typ 2,22,,,,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Ziegelstr.,1,Möbel Kraft,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.9388464,10.2942966,2021-10-04,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Ziegelstr.,1,Möbel Kraft,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.9388464,10.2942966,2021-10-04,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Ziegelstr.,1,Möbel Kraft,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.9388464,10.2942966,2021-10-04,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Ziegelstr.,1,Möbel Kraft,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.9388464,10.2942966,2021-10-04,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Burgfeldstraße,41,Kreissporthalle,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.93009,10.303714,2022-04-14,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Burgfeldstraße,41,Kreissporthalle,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.93009,10.303714,2022-04-14,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Shell Deutschland GmbH,Ziegelstraße,100,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.947052,10.304183,2023-06-21,360,Schnellladeeinrichtung,2,DC Kupplung Combo,360,,DC Kupplung Combo,360,,,,,,,
EnBW mobility+ AG und Co.KG,Rosenstraße,33-35,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,48.741558,9.03324,2020-12-16,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,
famila,Eutiner Straße,45,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.95098,10.3121,2022-10-13,86,Schnellladeeinrichtung,2,DC Kupplung Combo,75,,AC Steckdose Typ 2,11,,,,,,,
Allego,Bahnhofstraße,13,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.934587,10.307248,2022-11-04,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,3056301006072A8648CE3D020106052B8104000A03420004D8F4D67E00871875F1681430EA846E0DB0EB14C77215F0467CA31E45E7D0AB2B816F9FDBFDEE6FE6A8204B8FD672E6BA6A502FE134164FC9EEF383729DB48641,DC Kupplung Combo,150,3056301006072A8648CE3D020106052B8104000A034200040B3EC7ECF597E8E982A311E278DF384DA7D47429928E7FF9990570002777BDEE1EE79D7C9F4F5C38932CFE1B8387981706E399B1174CCDA121F8F9BC9753F8DD,,,,,,
Aral Pulse,BAB,21,,23795,Schackendorf,Schleswig-Holstein,Kreis Segeberg,53.960176,10.260458,2023-06-01,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
Aral Pulse,BAB,21,,23795,Schackendorf,Schleswig-Holstein,Kreis Segeberg,53.960176,10.260458,2023-06-01,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
JACOB CEMENT BAUSTOFFE,Bollmoor,1,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.953077,10.311,2023-06-06,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
JACOB CEMENT BAUSTOFFE,Bollmoor,1,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.953077,10.311,2023-06-06,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
E.ON Drive GmbH,Waldstraße,14,,23812,Wahlstedt,Schleswig-Holstein,Kreis Segeberg,53.952258,10.209471,2016-12-16,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Neumünsterstraße,22,,23812,Wahlstedt,Schleswig-Holstein,Kreis Segeberg,53.954101,10.206998,2022-02-08,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Scharnhorststraße,4,,23812,Wahlstedt,Schleswig-Holstein,Kreis Segeberg,53.957552,10.205235,2022-02-08,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Kieler Str.,6a,,23812,Wahlstedt,Schleswig-Holstein,Kreis Segeberg,53.956565,10.222272,2016-12-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Rudolf-Gußmann-Platz,1,,23812,Wahlstedt,Schleswig-Holstein,Kreis Segeberg,53.952256,10.209457,2016-12-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Holtz Marcus EK,Im Dorfe,19,,23816,Leezen,Schleswig-Holstein,Kreis Segeberg,53.878281,10.2614,2023-06-01,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
Vereinigte Stadtwerke GmbH,Neversdorfer Straße,1,,23816,Leezen,Schleswig-Holstein,Kreis Segeberg,50.865765,10.252332,2019-08-30,75,Schnellladeeinrichtung,3,DC Kupplung Combo,50,,"AC Kupplung Typ 2, DC Kupplung Combo, DC CHAdeMO",50,,AC Steckdose Typ 2,22,,,,
Dirk FrankensteinSolaranlage gbr,Mielsdorfer Str.,24,,23818,Neuengörs,Schleswig-Holstein,Kreis Segeberg,53.9034758,10.381719,2023-08-01,3.6,Normalladeeinrichtung,1,AC Steckdose Typ 2,3.6,,,,,,,,,,
Dirk FrankensteinSolaranlage gbr,Mielsdorfer Str.,24,,23818,Neuengörs,Schleswig-Holstein,Kreis Segeberg,53.9034758,10.381719,2023-08-01,3.6,Normalladeeinrichtung,1,AC Steckdose Typ 2,3.6,,,,,,,,,,
Strickmich,Dorfstr.,2g,,23824,Damsdorf,Schleswig-Holstein,Kreis Segeberg,54.0649355613055,10.3167104114279,2023-08-28,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,3059301306072A8648CE3D020106082A8648CE3D0301070342000450B9394FEDEBC3C44EA04F262A77075F1AA8EE4216F682B1A907D73BBBBF89A487FDA10C64B956509726A2A239E8CCD16D5A1A5450EA2079A4F562AFB70234E1,,,,,,,,,
Jahnkes Gasthaus,Dorfstraße,47,,23826,Todesfelde,Schleswig-Holstein,Kreis Segeberg,53.89273,10.17667,2022-04-06,22,Normalladeeinrichtung,1,AC Kupplung Typ 2,22,,,,,,,,,,
Jahnkes Gasthaus,Dorfstraße,47,,23826,Todesfelde,Schleswig-Holstein,Kreis Segeberg,53.89273,10.17667,2018-09-11,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
Jahnkes Gasthaus,Dorfstraße,47,,23826,Todesfelde,Schleswig-Holstein,Kreis Segeberg,53.89273,10.17667,2023-09-28,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
Aral Pulse,Bockhorner Landstraße,63a,,23826,Bark O.T. Bockhorn,Schleswig-Holstein,Kreis Segeberg,53.918437,10.128499,2021-03-11,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300,,DC Kupplung Combo,300,,,,,,,
Aral Pulse,Bockhorner Landstraße,63a,,23826,Bark O.T. Bockhorn,Schleswig-Holstein,Kreis Segeberg,53.918437,10.128499,2021-03-15,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300,,DC Kupplung Combo,300,,,,,,,
Michael Thoma,Lindenstraße,6a,,23827,Wensin,Schleswig-Holstein,Kreis Segeberg,53.9956512451171,10.4127225875854,2022-01-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
Tankmüller,Schulstraße,4,,23845,Seth,Schleswig-Holstein,Kreis Segeberg,53.851059,10.176077,2023-01-25,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Connect@home GmbH,Am Schmiedeholz,1,,23845,Sülfeld OT Borstel,Schleswig-Holstein,Kreis Segeberg,53.8236888737564,10.1943315729278,2022-09-17,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
Ladesäule der Gemeinde Seth,Hauptstraße,52,,23845,Seth,Schleswig-Holstein,Kreis Segeberg,53.846075,10.175295,2022-04-28,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,
Vereinigte Stadtwerke GmbH,Am Ehrenmal,0,,23845,Itzstedt,Schleswig-Holstein,Kreis Segeberg,53.807948,10.163692,2022-02-20,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Vereinigte Stadtwerke GmbH,Segeberger Straße,41,,23845,Itzstedt,Schleswig-Holstein,Kreis Segeberg,53.80991,10.161433,2023-05-02,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
E.ON Drive GmbH,Segeberger Straße,9,,23863,Kayhude,Schleswig-Holstein,Kreis Segeberg,53.75037,10.12653,2018-05-02,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
id-netsolutions GmbH,Segeberger Straße,9-13a,,23863,Kayhude,Schleswig-Holstein,Kreis Segeberg,53.750392,10.126533,2018-05-11,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
HanseWerk Charging Station,Mühlenstrasse,15,,23866,Nahe,Schleswig-Holstein,Kreis Segeberg,53.79441,10.13658,2016-03-14,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
E.ON Drive GmbH,Oldesloer Straße,5,,23867,Sülfeld,Schleswig-Holstein,Kreis Segeberg,53.800367,10.232988,2020-09-18,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
E.ON Drive GmbH,Kirchweg,60,,24558,Henstedt-Ulzburg,Schleswig-Holstein,Kreis Segeberg,53.79929,9.97917,2017-07-31,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,
EWE Go GmbH,Gutenbergstraße,5B,,24558,Henstedt-Ulzburg,Schleswig-Holstein,Kreis Segeberg,53.802237,9.982203,2023-04-20,160,Schnellladeeinrichtung,2,DC Kupplung Combo,160,,DC Kupplung Combo,160,,,,,,,
EnBW mobility+ AG und Co.KG,Gutenbergstraße,9,,24558,Henstedt-Ulzburg,Schleswig-Holstein,Kreis Segeberg,53.803814,9.978713,2024-02-22,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150,,DC Kupplung Combo,150,,AC Steckdose Typ 2,22,,,,
EnBW mobility+ AG und Co.KG,Gutenbergstraße,9,,24558,Henstedt-Ulzburg,Schleswig-Holstein,Kreis Segeberg,53.803814,9.978713,2024-02-22,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300,,DC Kupplung Combo,300,,,,,,,
HanseWerk Charging Station,Kirchweg,43,,24558,Henstedt-Ulzburg,Schleswig-Holstein,Kreis Segeberg,53.795158,9.9788,2022-02-04,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
EnBW mobility+ AG und Co.KG,Alte Hofstelle,1,,24558,Henstedt-Ulzburg,Schleswig-Holstein,Kreis Segeberg,53.783351,9.975531,2024-06-10,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150,,DC Kupplung Combo,150,,AC Steckdose Typ 2,22,,,,
EnBW mobility+ AG und Co.KG,Alte Hofstelle,1,,24558,Henstedt-Ulzburg,Schleswig-Holstein,Kreis Segeberg,53.783351,9.975531,2024-06-10,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300,,DC Kupplung Combo,300,,,,,,,
Aral Pulse,Rudolf-Diesel-Straße,2,,24558,Henstedt-Ulzburg,Schleswig-Holstein,Kreis Segeberg,53.80383,9.938614,2021-12-21,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300,,DC Kupplung Combo,300,,,,,,,
Aral Pulse,Rudolf-Diesel-Straße,2,,24558,Henstedt-Ulzburg,Schleswig-Holstein,Kreis Segeberg,53.80383,9.938614,2021-12-21,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300,,DC Kupplung Combo,300,,,,,,,
Tesla Germany GmbH,Auf dem Berge,1,,24568,Kaltenkirchen,Schleswig-Holstein,Kreis Segeberg,53.845951,9.93615,2022-06-20,250,Schnellladeeinrichtung,1,DC Kupplung Combo,250,,,,,,,,,,
Tesla Germany GmbH,Auf dem Berge,1,,24568,Kaltenkirchen,Schleswig-Holstein,Kreis Segeberg,53.845951,9.93615,2022-06-20,250,Schnellladeeinrichtung,1,DC Kupplung Combo,250,,,,,,,,,,
Tesla Germany GmbH,Auf dem Berge,1,,24568,Kaltenkirchen,Schleswig-Holstein,Kreis Segeberg,53.845951,9.93615,2022-06-20,250,Schnellladeeinrichtung,1,DC Kupplung Combo,250,,,,,,,,,,
Tesla Germany GmbH,Auf dem Berge,1,,24568,Kaltenkirchen,Schleswig-Holstein,Kreis Segeberg,53.845951,9.93615,2022-06-20,250,Schnellladeeinrichtung,1,DC Kupplung Combo,250,,,,,,,,,,
Tesla Germany GmbH,Auf dem Berge,1,,24568,Kaltenkirchen,Schleswig-Holstein,Kreis Segeberg,53.845951,9.93615,2022-06-20,250,Schnellladeeinrichtung,1,DC Kupplung Combo,250,,,,,,,,,,
Tesla Germany GmbH,Auf dem Berge,1,,24568,Kaltenkirchen,Schleswig-Holstein,Kreis Segeberg,53.845951,9.93615,2022-06-20,250,Schnellladeeinrichtung,1,DC Kupplung Combo,250,,,,,,,,,,
Tesla Germany GmbH,Auf dem Berge,1,,24568,Kaltenkirchen,Schleswig-Holstein,Kreis Segeberg,53.845951,9.93615,2022-06-20,250,Schnellladeeinrichtung,1,DC Kupplung Combo,250,,,,,,,,,,
Tesla Germany GmbH,Auf dem Berge,1,,24568,Kaltenkirchen,Schleswig-Holstein,Kreis Segeberg,53.845951,9.93615,2022-06-20,250,Schnellladeeinrichtung,1,DC Kupplung Combo,250,,,,,,,,,,
E.ON Drive GmbH,Fröbelweg,1,,24568,Kaltenkirchen,Schleswig-Holstein,Kreis Segeberg,53.839405,9.963964,2018-09-11,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
May & Olde GmbH,Süderstr.,1,,24568,Kaltenkirchen,Schleswig-Holstein,Kreis Segeberg,53.826985,9.972449,2020-11-17,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Stadtwerke Kaltenkirchen GmbH,Flottkamp,34,,24568,Kaltenkirchen,Schleswig-Holstein,Kreis Segeberg,53.841743,9.951121,2019-09-30,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Emil Frey Küstengarage GmbH,Porschering,1,Parkplatz,24568,Kaltenkirchen,Schleswig-Holstein,Kreis Segeberg,53.831106,9.970569,2022-11-01,39.65,Normalladeeinrichtung,2,DC Kupplung Combo,22,,AC Steckdose Typ 2,11,,,,,,,
Höhne GmbH,Werner-von-Siemens-Straße,34,,24568,Kaltenkirchen,Schleswig-Holstein,Kreis Segeberg,53.817409,9.974934,2021-11-22,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Shell Deutschland GmbH,Kieler Straße,40,,24568,Kaltenkirchen,Schleswig-Holstein,Kreis Segeberg,53.840795,9.949064,2023-05-23,360,Schnellladeeinrichtung,2,DC Kupplung Combo,360,,DC Kupplung Combo,360,,,,,,,
Comfort Charge,Brookweg,48,,24568,Kaltenkirchen,Schleswig-Holstein,Kreis Segeberg,53.82279,9.93872,2020-02-05,150,Schnellladeeinrichtung,4,DC Kupplung Combo,150,,AC Steckdose Typ 2,22,,AC Kupplung Typ 2,22,,DC Kupplung Combo,150,
TotalEnergies Charging Solutions,Norderstr.,8,DE*DES*E1003331,24568,Kaltenkirchen,Schleswig-Holstein,Kreis Segeberg,53.837245,9.944603,2024-01-22,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
TotalEnergies Charging Solutions,Norderstr.,8,DE*DES*E1003334,24568,Kaltenkirchen,Schleswig-Holstein,Kreis Segeberg,53.837245,9.944603,2024-01-22,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Tesla Germany GmbH,Auf dem Berge,1,,24568,Kaltenkirchen,Schleswig-Holstein,Kreis Segeberg,53.845951,9.93615,2022-06-16,250,Schnellladeeinrichtung,1,DC Kupplung Combo,250,,,,,,,,,,
